R0,Istar
5.591967871485944,16.790215761034002
5.6313253012048206,16.814467010315454
5.670682730923696,16.838368974873763
5.7100401606425715,16.8619290105152
5.749397590361447,16.885154269741182
5.788755020080322,16.908051708693268
5.828112449799198,16.930628093816086
5.867469879518073,16.9528900082513
5.906827309236949,16.97484385797536
5.946184738955824,16.996495877692848
5.9855421686747,17.017852136496554
6.024899598393575,17.038918543305243
6.064257028112451,17.059700852088973
6.103614457831326,17.08020466689171
6.1429718875502015,17.100435446660263
6.182329317269077,17.12039850988831
6.221686746987952,17.140099039083506
6.261044176706828,17.1595420850657
6.300401606425703,17.17873257110352
6.33975903614458,17.19767529689636
6.379116465863455,17.216374942408564
6.418473895582331,17.234836071562018
6.457831325301206,17.25306313579333
6.4971887550200815,17.271060477481274
6.536546184738957,17.288832333249992
6.5759036144578324,17.306382837153176
6.615261044176708,17.323716023744215
6.654618473895583,17.340835831036994
6.693975903614459,17.357746103361897
6.733333333333334,17.374450594121253
6.77269076305221,17.390952968448417
6.812048192771085,17.407256805774303
6.851405622489961,17.423365602305115
6.890763052208836,17.439282773414902
6.930120481927712,17.455011655956223
6.969477911646587,17.47055551049226
7.0088353413654625,17.48591752345341
7.048192771084339,17.501100809221363
7.087550200803214,17.51610841214346
7.12690763052209,17.53094330848001
7.166265060240965,17.545608408287237
7.205622489959841,17.560106557238214
7.244979919678716,17.57444053838424
7.284337349397592,17.588613073858845
7.323694779116467,17.60262682652664
7.3630522088353425,17.616484401579054
7.402409638554218,17.630188348078953
7.441767068273093,17.643741160456017
7.481124497991969,17.657145279954726
7.520481927710844,17.670403096036654
7.55983935742972,17.68351694773881
7.599196787148595,17.696489124989498
7.638554216867471,17.709321869883393
7.677911646586346,17.722017377917183
7.717269076305222,17.734577799187207
7.756626506024097,17.747005239550504
7.795983935742973,17.75930176175049
7.835341365461849,17.77146938650855
7.874698795180724,17.783510093582777
7.9140562248996,17.7954258227949
7.953413654618475,17.807218475026627
7.992771084337351,17.81888991318638
8.032128514056225,17.830441963147475
8.071485943775102,17.841876414658685
8.110843373493976,17.853195022228224
8.150200803212853,17.864399505981908
8.189558232931727,17.87549155249649
8.228915662650603,17.886472815608958
8.268273092369478,17.89734491720257
8.307630522088354,17.90810944797043
8.346987951807229,17.918767968157393
8.386345381526105,17.929322008280888
8.42570281124498,17.939773069831507
8.465060240963856,17.950122625953885
8.50441767068273,17.960372122108573
8.543775100401607,17.970522976715582
8.583132530120482,17.98057658178003
8.622489959839358,17.990534303500606
8.661847389558233,18.00039748286135
8.701204819277109,18.010167436207276
8.740562248995984,18.01984545580435
8.77991967871486,18.029432810384304
8.819277108433734,18.03893074567481
8.85863453815261,18.048340484915407
8.897991967871487,18.05766322935966
8.937349397590362,18.066900158764007
8.976706827309238,18.07605243186359
9.016064257028113,18.085121186835643
9.055421686746989,18.09410754175062
9.094779116465864,18.103012595011645
9.13413654618474,18.111837425782422
9.173493975903614,18.120583094404164
9.21285140562249,18.129250642801676
9.252208835341365,18.13784109487905
9.291566265060242,18.14635545690528
9.330923694779116,18.15479471788995
9.370281124497993,18.1631598499495
9.409638554216867,18.171451808664187
9.448995983935744,18.17967153342605
9.488353413654618,18.187819947778202
9.527710843373494,18.19589795974563
9.56706827309237,18.20390646215777
9.606425702811245,18.21184633296315
9.645783132530122,18.21971843553616
9.685140562248996,18.227523618976456
9.724497991967873,18.23526271840088
9.763855421686747,18.2429365552284
9.803212851405624,18.250545937458057
9.842570281124498,18.258091659940213
9.881927710843375,18.26557450464133
9.921285140562249,18.272995240902297
9.960642570281125,18.280354625690684
10.0,18.28765340384694
